YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
1994-01-01,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,1,0.069,3,0.069,3,0.257,1,0.17,0
1994-01-01,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,1,0.069,3,0.069,3,0.257,1,0.17,0
1994-01-01,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,1,0.069,3,0.069,3,0.257,1,0.17,0
1994-01-01,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,1,0.069,3,0.069,3,0.257,1,0.17,0
1994-01-01,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,1,0.069,3,0.069,3,0.257,1,0.17,0
1994-01-01,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,1,0.069,3,0.069,3,0.257,1,0.17,0
1994-01-01,7:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,1,0.069,3,0.069,3,0.257,1,0.17,0
1994-01-01,8:00,87.8,122.0,27,696,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,9,10,125,16,4,10,11,10,165,16,4,10,-9900,99,-9900,99,-9900,99,0.8,1,0.069,3,0.032,3,0.257,1,0.17,0
1994-01-01,9:00,81.0,129.6,221,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,90,10,230,16,54,10,122,10,620,16,25,10,-9900,99,-9900,99,-9900,99,0.8,1,0.069,3,0.032,3,0.257,1,0.17,0
1994-01-01,10:00,72.8,141.0,417,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,146,10,37,16,135,10,274,10,807,16,36,10,-9900,99,-9900,99,-9900,99,0.8,1,0.069,3,0.032,3,0.257,1,0.17,0
1994-01-01,11:00,66.6,154.1,562,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,155,10,0,16,155,10,397,10,887,16,45,10,-9900,99,-9900,99,-9900,99,0.8,1,0.069,3,0.032,3,0.257,1,0.17,0
