YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2005-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.4,3,0.056,3,0.056,3,0.286,2,0.17,0
2005-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.5,3,0.056,3,0.056,3,0.268,2,0.17,0
2005-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.6,3,0.056,3,0.056,3,0.268,2,0.17,0
2005-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.7,3,0.056,3,0.056,3,0.268,2,0.17,0
2005-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.6,3,0.056,3,0.056,3,0.268,2,0.17,0
2005-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.5,3,0.056,3,0.056,3,0.268,2,0.17,0
2005-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.5,3,0.056,3,0.056,3,0.268,2,0.17,0
2005-01-01,8:00,87.8,122.0,27,696,3,1,9,0,1,21,3,1,9,8,10,45,16,7,10,10,10,133,16,4,10,9,1,6,1,10,1,1.5,3,0.056,3,0.041,3,0.268,2,0.17,0
2005-01-01,9:00,81.0,129.5,222,1415,51,0,9,0,0,21,51,0,9,92,10,212,16,59,10,117,10,566,16,28,10,142,1,276,1,100,1,1.6,3,0.056,3,0.041,3,0.268,2,0.17,0
2005-01-01,10:00,72.8,140.9,417,1415,261,0,9,504,0,21,112,0,9,188,24,289,27,103,24,264,10,758,16,40,10,318,9,571,9,154,9,1.7,3,0.056,3,0.041,3,0.268,2,0.17,0
2005-01-01,11:00,66.6,154.1,562,1415,376,0,9,777,0,21,67,0,9,116,10,23,16,107,10,383,10,840,16,49,10,419,3,614,3,173,3,1.7,3,0.056,3,0.041,3,0.268,2,0.17,0
2005-01-01,12:00,62.9,168.7,645,1415,443,0,9,809,0,21,74,0,9,454,24,876,27,55,24,454,10,876,16,55,10,461,3,755,3,124,3,1.7,3,0.056,3,0.041,3,0.268,2,0.17,0
2005-01-01,13:00,62.1,184.2,661,1415,458,0,9,816,0,21,76,0,9,429,24,665,27,119,24,468,10,881,16,56,10,481,3,747,3,135,3,1.8,3,0.056,3,0.041,3,0.268,2,0.17,0
2005-01-01,14:00,64.5,199.4,608,1415,426,0,9,762,0,21,98,0,9,262,24,378,27,99,24,422,10,860,16,52,10,475,3,747,3,147,3,1.8,3,0.056,3,0.041,3,0.268,2,0.17,0
2005-01-01,15:00,69.7,213.3,491,1415,303,0,9,532,0,21,118,0,9,296,24,615,27,83,24,323,10,802,16,45,10,284,3,553,3,101,3,1.8,3,0.056,3,0.041,3,0.268,2,0.17,0
2005-01-01,16:00,77.1,225.5,316,1415,201,0,9,635,0,21,59,0,9,173,25,492,28,63,25,184,10,673,16,34,10,160,3,466,3,62,3,1.8,3,0.056,3,0.041,3,0.268,2,0.17,0
2005-01-01,17:00,85.6,235.8,101,1332,46,0,9,354,0,21,18,0,9,36,24,161,27,24,24,43,10,349,16,17,10,26,1,132,1,22,1,1.7,3,0.056,3,0.041,3,0.268,2,0.17,0
2005-01-01,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.5,3,0.056,3,0.041,3,0.268,2,0.17,0
2005-01-01,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.4,3,0.056,3,0.041,3,0.268,2,0.17,0
2005-01-01,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.5,3,0.056,3,0.041,3,0.268,2,0.17,0
2005-01-01,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.5,3,0.056,3,0.041,3,0.268,2,0.17,0
2005-01-01,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.5,3,0.056,3,0.041,3,0.268,2,0.17,0
2005-01-01,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.6,3,0.056,3,0.041,3,0.268,2,0.17,0
2005-01-01,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.6,3,0.056,3,0.041,3,0.268,2,0.17,0
2005-01-02,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.7,3,0.057,3,0.041,3,0.287,2,0.17,0
2005-01-02,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.7,3,0.057,3,0.041,3,0.287,2,0.17,0
2005-01-02,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.7,3,0.057,3,0.041,3,0.287,2,0.17,0
2005-01-02,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.8,3,0.057,3,0.041,3,0.287,2,0.17,0
2005-01-02,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.8,3,0.057,3,0.041,3,0.287,2,0.17,0
2005-01-02,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.8,3,0.057,3,0.041,3,0.287,2,0.17,0
2005-01-02,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.9,3,0.057,3,0.041,3,0.287,2,0.17,0
2005-01-02,8:00,87.8,121.8,27,696,4,1,9,13,1,21,3,1,9,3,10,0,16,3,10,10,10,165,16,4,10,4,1,0,1,6,1,2.0,3,0.057,3,0.029,3,0.287,2,0.17,0
2005-01-02,9:00,81.0,129.4,222,1415,68,0,9,54,0,21,60,0,9,44,10,0,16,44,10,118,10,602,16,24,10,44,1,1,1,46,1,2.1,3,0.057,3,0.029,3,0.287,2,0.17,0
2005-01-02,10:00,72.8,140.8,418,1415,64,0,9,0,0,21,64,0,9,90,10,0,16,90,10,265,10,780,16,35,10,86,3,0,3,87,3,2.2,3,0.057,3,0.029,3,0.287,2,0.17,0
2005-01-02,11:00,66.5,153.9,563,1415,100,0,9,0,0,21,100,0,9,125,10,0,16,125,10,384,10,856,16,43,10,118,3,0,3,118,3,2.2,3,0.057,3,0.029,3,0.287,2,0.17,0
2005-01-02,12:00,62.8,168.6,647,1415,78,0,9,0,0,21,78,0,9,146,24,0,27,146,24,454,10,889,16,48,10,117,3,0,3,117,3,2.3,3,0.057,3,0.029,3,0.287,2,0.17,0
2005-01-02,13:00,62.1,184.1,663,1415,108,0,9,0,0,21,108,0,9,150,24,0,27,150,24,468,10,894,16,49,10,118,3,0,3,118,3,2.4,3,0.057,3,0.029,3,0.287,2,0.17,0
2005-01-02,14:00,64.4,199.4,611,1415,75,0,9,0,0,21,75,0,9,137,24,0,27,137,24,423,10,874,16,46,10,124,3,0,3,124,3,2.4,3,0.057,3,0.029,3,0.287,2,0.17,0
2005-01-02,15:00,69.6,213.3,494,1415,114,0,9,0,0,21,114,0,9,108,24,0,27,108,24,325,10,821,16,39,10,86,3,0,3,86,3,2.5,3,0.057,3,0.029,3,0.287,2,0.17,0
2005-01-02,16:00,76.9,225.5,320,1415,114,0,9,94,0,21,93,0,9,67,24,0,27,67,24,188,10,702,16,29,10,47,3,0,3,49,3,2.5,3,0.057,3,0.029,3,0.287,2,0.17,0
2005-01-02,17:00,85.6,235.8,104,1356,27,0,9,37,0,21,24,0,9,18,24,0,27,18,24,46,10,404,16,15,10,19,1,0,1,21,1,2.5,3,0.057,3,0.029,3,0.287,2,0.17,0
2005-01-02,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.5,3,0.057,3,0.029,3,0.287,2,0.17,0
2005-01-02,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.5,3,0.057,3,0.029,3,0.287,2,0.17,0
2005-01-02,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.5,3,0.057,3,0.029,3,0.287,2,0.17,0
2005-01-02,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.5,3,0.057,3,0.029,3,0.287,2,0.17,0
2005-01-02,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.5,3,0.057,3,0.029,3,0.287,2,0.17,0
2005-01-02,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.5,3,0.057,3,0.029,3,0.287,2,0.17,0
2005-01-02,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.5,3,0.057,3,0.029,3,0.287,2,0.17,0
2005-01-03,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.5,3,0.058,3,0.029,3,0.257,2,0.17,0
2005-01-03,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.5,3,0.058,3,0.029,3,0.257,2,0.17,0
2005-01-03,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.5,3,0.058,3,0.029,3,0.257,2,0.17,0
2005-01-03,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.5,3,0.058,3,0.029,3,0.257,2,0.17,0
2005-01-03,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.6,3,0.058,3,0.029,3,0.257,2,0.17,0
2005-01-03,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.7,3,0.058,3,0.029,3,0.257,2,0.17,0
2005-01-03,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.7,3,0.058,3,0.029,3,0.257,2,0.17,0
2005-01-03,8:00,87.8,121.7,27,696,5,1,9,37,1,21,4,1,9,4,10,0,16,4,10,9,10,129,16,4,10,7,1,4,1,8,1,2.7,3,0.058,3,0.042,3,0.257,2,0.17,0
2005-01-03,9:00,81.0,129.3,222,1415,89,0,9,154,0,21,65,0,9,51,10,0,16,51,10,115,10,552,16,28,10,71,1,40,1,65,1,2.7,3,0.058,3,0.042,3,0.257,2,0.17,0
2005-01-03,10:00,72.8,140.7,418,1415,255,0,9,533,0,21,97,0,9,227,10,474,16,86,10,260,10,743,16,40,10,237,3,431,3,107,3,2.7,3,0.058,3,0.042,3,0.257,2,0.17,0
2005-01-03,11:00,66.5,153.8,564,1415,370,0,9,740,0,21,74,0,9,346,10,625,16,96,10,379,10,826,16,50,10,357,3,618,3,107,3,2.7,3,0.058,3,0.042,3,0.257,2,0.17,0
2005-01-03,12:00,62.7,168.5,649,1415,420,0,9,539,0,21,173,0,9,256,10,91,16,214,10,450,10,861,16,55,10,436,3,713,3,115,3,2.7,3,0.058,3,0.042,3,0.257,2,0.17,0
2005-01-03,13:00,61.9,184.0,665,1415,264,0,9,104,0,21,215,0,9,151,10,49,16,129,10,464,10,868,16,56,10,335,3,132,3,272,3,2.7,3,0.058,3,0.042,3,0.257,2,0.17,0
2005-01-03,14:00,64.3,199.3,614,1415,171,0,9,12,0,21,166,0,9,238,10,120,16,186,10,420,10,847,16,53,10,146,3,1,3,146,3,2.8,3,0.058,3,0.042,3,0.257,2,0.17,0
2005-01-03,15:00,69.4,213.2,497,1415,107,0,9,0,0,21,107,0,9,235,10,11,16,231,10,323,10,790,16,45,10,111,3,0,3,112,3,2.9,3,0.058,3,0.042,3,0.257,2,0.17,0
2005-01-03,16:00,76.8,225.4,323,1415,176,0,9,342,0,21,98,0,9,130,10,126,16,101,10,186,10,665,16,34,10,103,3,12,3,102,3,2.9,3,0.058,3,0.042,3,0.257,2,0.17,0
2005-01-03,17:00,85.5,235.9,108,1380,24,0,9,11,0,21,23,0,9,17,10,0,16,17,10,45,10,356,16,18,10,12,1,0,1,15,1,3.0,3,0.058,3,0.042,3,0.257,2,0.17,0
2005-01-03,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.2,3,0.058,3,0.042,3,0.257,2,0.17,0
2005-01-03,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.3,3,0.058,3,0.042,3,0.257,2,0.17,0
2005-01-03,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.3,3,0.058,3,0.042,3,0.257,2,0.17,0
2005-01-03,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.3,3,0.058,3,0.042,3,0.257,2,0.17,0
2005-01-03,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.4,3,0.058,3,0.042,3,0.257,2,0.17,0
2005-01-03,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.4,3,0.058,3,0.042,3,0.257,2,0.17,0
2005-01-03,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.4,3,0.058,3,0.042,3,0.257,2,0.17,0
2005-01-04,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.3,3,0.059,3,0.042,3,0.251,2,0.17,0
2005-01-04,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.3,3,0.059,3,0.042,3,0.251,2,0.17,0
2005-01-04,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.3,3,0.059,3,0.042,3,0.251,2,0.17,0
2005-01-04,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.3,3,0.059,3,0.042,3,0.251,2,0.17,0
2005-01-04,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.1,3,0.059,3,0.042,3,0.251,2,0.17,0
2005-01-04,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.9,3,0.059,3,0.042,3,0.251,2,0.17,0
2005-01-04,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.7,3,0.059,3,0.042,3,0.251,2,0.17,0
2005-01-04,8:00,87.8,121.5,27,696,3,1,9,0,1,21,3,1,9,4,10,1,16,4,10,7,10,43,16,5,10,3,1,0,1,4,1,2.6,3,0.059,3,0.101,3,0.251,2,0.17,0
2005-01-04,9:00,81.0,129.1,222,1415,55,0,9,0,0,21,55,0,9,32,10,0,16,32,10,103,10,387,16,42,10,25,1,1,1,26,1,2.5,3,0.059,3,0.101,3,0.251,2,0.17,0
2005-01-04,10:00,72.8,140.5,419,1415,182,0,9,187,0,21,126,0,9,215,10,62,16,197,10,244,10,615,16,62,10,172,3,118,3,132,3,2.4,3,0.059,3,0.101,3,0.251,2,0.17,0
2005-01-04,11:00,66.4,153.6,566,1415,233,0,9,137,0,21,178,0,9,109,10,40,16,93,10,364,10,718,16,77,10,232,3,164,3,167,3,2.4,3,0.059,3,0.101,3,0.251,2,0.17,0
2005-01-04,12:00,62.6,168.3,650,1415,423,0,9,489,0,21,198,0,9,100,10,36,16,83,10,436,10,763,16,85,10,420,3,426,3,227,3,2.4,3,0.059,3,0.101,3,0.251,2,0.17,0
2005-01-04,13:00,61.8,183.9,668,1415,212,0,9,38,0,21,194,0,9,134,10,0,16,134,10,451,10,771,16,87,10,113,3,0,3,115,3,2.4,3,0.059,3,0.101,3,0.251,2,0.17,0
2005-01-04,14:00,64.2,199.2,617,1415,184,0,9,28,0,21,172,0,9,151,10,0,16,151,10,406,10,744,16,82,10,139,3,7,3,138,3,2.6,3,0.059,3,0.101,3,0.251,2,0.17,0
2005-01-04,15:00,69.3,213.2,500,1415,295,0,9,460,0,21,132,0,9,184,10,167,16,124,10,308,10,673,16,70,10,206,3,104,3,169,3,2.7,3,0.059,3,0.101,3,0.251,2,0.17,0
2005-01-04,16:00,76.6,225.4,327,1415,126,0,9,133,0,21,95,0,9,128,10,153,16,93,10,173,10,521,16,53,10,111,3,18,3,111,3,2.8,3,0.059,3,0.101,3,0.251,2,0.17,0
2005-01-04,17:00,85.5,236.0,111,1403,37,0,9,150,0,21,24,0,9,35,10,65,16,30,10,40,10,190,16,25,10,21,1,0,1,25,1,2.7,3,0.059,3,0.101,3,0.251,2,0.17,0
2005-01-04,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.7,3,0.059,3,0.101,3,0.251,2,0.17,0
2005-01-04,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.6,3,0.059,3,0.101,3,0.251,2,0.17,0
2005-01-04,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.6,3,0.059,3,0.101,3,0.251,2,0.17,0
