YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2003-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.8,3,0.056,3,0.056,3,0.290,1,0.17,0
2003-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.9,3,0.056,3,0.056,3,0.290,1,0.17,0
2003-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.9,3,0.056,3,0.056,3,0.290,1,0.17,0
2003-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.0,3,0.056,3,0.056,3,0.290,1,0.17,0
2003-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.1,3,0.056,3,0.056,3,0.290,1,0.17,0
2003-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.2,3,0.056,3,0.056,3,0.290,1,0.17,0
2003-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.3,3,0.056,3,0.056,3,0.290,1,0.17,0
2003-01-01,8:00,87.8,122.0,27,696,2,1,9,0,1,21,2,1,9,3,10,0,16,3,10,7,10,65,16,5,10,0,1,0,1,0,1,3.2,3,0.056,3,0.078,3,0.290,1,0.17,0
2003-01-01,9:00,81.0,129.6,222,1415,41,0,9,0,0,21,41,0,9,24,10,0,16,24,10,106,10,438,16,37,10,1,1,0,1,5,1,3.2,3,0.056,3,0.078,3,0.290,1,0.17,0
2003-01-01,10:00,72.8,141.0,417,1415,59,0,9,0,0,21,59,0,9,53,10,0,16,53,10,246,10,653,16,54,10,8,7,0,2,13,2,3.2,3,0.056,3,0.078,3,0.290,1,0.17,0
2003-01-01,11:00,66.6,154.1,562,1415,68,0,9,0,0,21,68,0,9,78,10,0,16,78,10,364,10,749,16,66,10,14,7,0,2,20,2,3.1,3,0.056,3,0.078,3,0.290,1,0.17,0
2003-01-01,12:00,62.9,168.8,645,1415,78,0,9,0,0,21,78,0,9,92,10,0,16,92,10,434,10,792,16,73,10,22,7,0,2,28,2,3.0,3,0.056,3,0.078,3,0.290,1,0.17,0
2003-01-01,13:00,62.2,184.3,660,1415,80,0,9,0,0,21,80,0,9,95,10,0,16,95,10,447,10,800,16,74,10,8,7,0,1,14,7,2.9,3,0.056,3,0.078,3,0.290,1,0.17,0
2003-01-01,14:00,64.6,199.5,607,1415,72,0,9,0,0,21,72,0,9,86,24,0,27,86,24,403,10,776,16,70,10,8,7,0,1,10,7,2.8,3,0.056,3,0.078,3,0.290,1,0.17,0
