YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2008-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.056,3,0.056,3,0.283,2,0.17,0
2008-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,51,0.056,3,0.056,3,0.287,51,0.17,0
2008-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.056,3,0.056,3,0.291,51,0.17,0
2008-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.056,3,0.056,3,0.295,51,0.17,0
2008-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.056,3,0.056,3,0.299,51,0.17,0
2008-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.056,3,0.056,3,0.303,51,0.17,0
2008-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,3,0.056,3,0.056,3,0.307,51,0.17,0
2008-01-01,8:00,87.8,122.1,27,696,5,1,9,18,1,21,4,1,9,5,24,0,27,5,24,8,10,71,16,5,10,-9900,99,-9900,99,-9900,99,1.1,51,0.056,3,0.076,3,0.311,51,0.17,0
2008-01-01,9:00,81.0,129.6,222,1415,77,0,9,73,0,21,66,0,9,102,24,63,27,92,24,110,10,467,16,36,10,-9900,99,-9900,99,-9900,99,1.0,51,0.056,3,0.076,3,0.315,51,0.17,0
2008-01-01,10:00,72.8,141.0,417,1415,168,0,9,155,0,21,122,0,9,175,24,298,27,87,24,258,10,694,16,53,10,-9900,99,-9900,99,-9900,99,0.8,3,0.056,3,0.076,3,0.319,51,0.17,0
2008-01-01,11:00,66.6,154.2,562,1415,409,0,9,649,0,21,151,0,9,333,24,578,27,104,24,381,10,795,16,65,10,-9900,99,-9900,99,-9900,99,0.7,51,0.056,3,0.076,3,0.323,51,0.17,0
2008-01-01,12:00,62.9,168.8,644,1415,468,0,9,887,0,21,64,0,9,431,24,749,27,90,24,455,10,840,16,72,10,-9900,99,-9900,99,-9900,99,0.7,51,0.056,3,0.076,3,0.327,51,0.17,0
2008-01-01,13:00,62.2,184.3,660,1415,469,0,9,829,0,21,82,0,9,399,24,575,27,131,24,469,10,849,16,74,10,-9900,99,-9900,99,-9900,99,0.6,3,0.056,3,0.076,3,0.332,51,0.17,0
2008-01-01,14:00,64.6,199.5,606,1415,441,0,9,880,0,21,63,0,9,393,24,711,27,89,24,422,10,823,16,69,10,-9900,99,-9900,99,-9900,99,0.6,51,0.056,3,0.076,3,0.336,51,0.17,0
2008-01-01,15:00,69.8,213.4,489,1415,344,0,9,830,0,21,57,0,9,316,25,584,28,115,25,319,10,753,16,59,10,-9900,99,-9900,99,-9900,99,0.6,51,0.056,3,0.076,3,0.340,51,0.17,0
2008-01-01,16:00,77.2,225.5,314,1415,203,0,9,702,0,21,47,0,9,166,24,509,27,53,24,177,10,598,16,44,10,-9900,99,-9900,99,-9900,99,0.6,3,0.056,3,0.076,3,0.344,51,0.17,0
2008-01-01,17:00,85.7,235.8,99,1332,47,0,9,374,0,21,18,0,9,35,24,183,27,21,24,37,10,237,16,20,10,-9900,99,-9900,99,-9900,99,0.6,51,0.056,3,0.076,3,0.348,51,0.17,0
2008-01-01,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.056,3,0.076,3,0.352,51,0.17,0
2008-01-01,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.056,3,0.076,3,0.356,51,0.17,0
2008-01-01,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.056,3,0.076,3,0.360,51,0.17,0
2008-01-01,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.056,3,0.076,3,0.364,51,0.17,0
2008-01-01,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.056,3,0.076,3,0.368,51,0.17,0
