YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
1998-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,1,0.056,3,0.056,3,0.360,1,0.17,0
1998-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,1,0.056,3,0.056,3,0.360,1,0.17,0
1998-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,1,0.056,3,0.056,3,0.360,1,0.17,0
1998-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,1,0.056,3,0.056,3,0.360,1,0.17,0
1998-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,1,0.056,3,0.056,3,0.360,1,0.17,0
1998-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,1,0.056,3,0.056,3,0.360,1,0.17,0
1998-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,1,0.056,3,0.056,3,0.360,1,0.17,0
1998-01-01,8:00,87.8,122.0,27,696,8,1,9,137,1,21,3,1,9,9,10,114,16,5,10,10,10,135,16,4,10,14,1,134,1,0,1,0.4,1,0.056,3,0.043,3,0.360,1,0.17,0
1998-01-01,9:00,81.0,129.6,222,1415,132,0,9,568,0,21,43,0,9,120,10,585,16,28,10,120,10,585,16,28,10,142,1,636,1,42,6,0.4,1,0.056,3,0.043,3,0.360,1,0.17,0
1998-01-01,10:00,72.8,141.0,417,1415,290,0,9,792,0,21,56,0,9,273,10,787,16,41,10,273,10,787,16,41,10,286,2,826,2,43,6,0.4,1,0.056,3,0.043,3,0.360,1,0.17,0
1998-01-01,11:00,66.6,154.1,562,1415,410,0,9,871,0,21,64,0,9,396,10,872,16,50,10,396,10,872,16,50,10,410,2,903,2,51,6,0.4,1,0.056,3,0.043,3,0.360,1,0.17,0
1998-01-01,12:00,62.9,168.8,645,1415,480,0,9,905,0,21,67,0,9,459,10,885,16,55,10,469,10,908,16,56,10,480,2,933,2,55,6,0.5,1,0.056,3,0.043,3,0.360,1,0.17,0
1998-01-01,13:00,62.2,184.3,660,1415,494,0,9,911,0,21,68,0,9,386,10,607,16,103,10,483,10,913,16,56,10,513,2,922,2,83,6,0.5,1,0.056,3,0.043,3,0.360,1,0.17,0
1998-01-01,14:00,64.6,199.5,607,1415,447,0,9,890,0,21,64,0,9,316,10,396,16,146,10,435,10,890,16,53,10,335,2,309,2,203,6,0.5,1,0.056,3,0.043,3,0.360,1,0.17,0
1998-01-01,15:00,69.7,213.3,490,1415,349,0,9,835,0,21,60,0,9,320,10,794,16,45,10,332,10,828,16,45,10,313,2,748,2,54,6,0.5,1,0.056,3,0.043,3,0.360,1,0.17,0
1998-01-01,16:00,77.1,225.5,316,1415,207,0,9,710,0,21,48,0,9,189,10,692,16,34,10,189,10,692,16,34,10,158,2,584,2,28,6,0.6,1,0.056,3,0.043,3,0.360,1,0.17,0
