YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2006-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,3,0.056,3,0.056,3,0.266,2,0.17,0
2006-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.056,3,0.056,3,0.266,51,0.17,0
2006-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.056,3,0.056,3,0.266,51,0.17,0
2006-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.056,3,0.056,3,0.266,51,0.17,0
2006-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.056,3,0.056,3,0.265,51,0.17,0
2006-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.056,3,0.056,3,0.265,51,0.17,0
2006-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,3,0.056,3,0.056,3,0.265,51,0.17,0
2006-01-01,8:00,87.8,122.0,27,696,3,1,9,0,1,21,3,1,9,3,24,0,27,3,24,10,10,152,16,4,10,-9900,99,-9900,99,-9900,99,1.1,51,0.056,3,0.035,3,0.265,51,0.17,0
2006-01-01,9:00,81.0,129.6,222,1415,48,0,9,0,0,21,48,0,9,42,24,0,27,42,24,120,10,602,16,26,10,-9900,99,-9900,99,-9900,99,1.0,51,0.056,3,0.035,3,0.265,51,0.17,0
2006-01-01,10:00,72.8,141.0,417,1415,147,0,9,85,0,21,122,0,9,203,24,261,27,126,24,271,10,792,16,37,10,-9900,99,-9900,99,-9900,99,1.0,3,0.056,3,0.035,3,0.265,51,0.17,0
2006-01-01,11:00,66.6,154.1,562,1415,372,0,9,577,0,21,142,0,9,246,24,130,27,195,24,392,10,870,16,46,10,-9900,99,-9900,99,-9900,99,1.1,51,0.056,3,0.035,3,0.264,51,0.17,0
2006-01-01,12:00,62.9,168.8,645,1415,308,0,9,223,0,21,206,0,9,271,24,69,27,239,24,462,10,902,16,51,10,-9900,99,-9900,99,-9900,99,1.2,51,0.056,3,0.035,3,0.264,51,0.17,0
2006-01-01,13:00,62.2,184.3,661,1415,267,0,9,85,0,21,227,0,9,198,24,60,27,170,24,475,10,905,16,52,10,-9900,99,-9900,99,-9900,99,1.3,3,0.056,3,0.035,3,0.264,51,0.17,0
2006-01-01,14:00,64.6,199.5,608,1415,228,0,9,88,0,21,190,0,9,295,25,47,28,275,25,429,10,884,16,49,10,-9900,99,-9900,99,-9900,99,1.3,51,0.056,3,0.035,3,0.264,51,0.17,0
2006-01-01,15:00,69.7,213.3,490,1415,303,0,9,486,0,21,134,0,9,132,24,51,27,114,24,328,10,828,16,42,10,-9900,99,-9900,99,-9900,99,1.4,51,0.056,3,0.035,3,0.264,51,0.17,0
2006-01-01,16:00,77.1,225.5,316,1415,193,0,9,546,0,21,71,0,9,101,24,37,27,92,24,188,10,701,16,32,10,-9900,99,-9900,99,-9900,99,1.4,3,0.056,3,0.035,3,0.264,51,0.17,0
2006-01-01,17:00,85.7,235.8,100,1332,32,0,9,100,0,21,24,0,9,16,24,17,27,14,24,44,10,379,16,16,10,-9900,99,-9900,99,-9900,99,1.4,51,0.056,3,0.035,3,0.263,51,0.17,0
2006-01-01,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.056,3,0.035,3,0.263,51,0.17,0
