YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
1999-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,1,0.056,3,0.056,3,0.332,1,0.17,0
1999-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,1,0.056,3,0.056,3,0.332,1,0.17,0
1999-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,1,0.056,3,0.056,3,0.332,1,0.17,0
1999-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,1,0.056,3,0.056,3,0.332,1,0.17,0
1999-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,1,0.056,3,0.056,3,0.332,1,0.17,0
1999-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,1,0.056,3,0.056,3,0.332,1,0.17,0
1999-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,1,0.056,3,0.056,3,0.332,1,0.17,0
1999-01-01,8:00,87.8,122.0,27,696,6,1,9,77,1,21,3,1,9,7,10,72,16,5,10,10,10,167,16,4,10,11,1,48,1,0,1,0.5,1,0.056,3,0.030,3,0.332,1,0.17,0
1999-01-01,9:00,81.0,129.6,222,1415,104,0,9,318,0,21,54,0,9,82,10,229,16,46,10,123,10,629,16,24,10,115,1,318,1,65,6,0.5,1,0.056,3,0.030,3,0.332,1,0.17,0
1999-01-01,10:00,72.8,141.0,417,1415,289,0,9,664,0,21,93,0,9,162,10,202,16,102,10,276,10,817,16,35,10,298,2,812,2,59,6,0.5,1,0.056,3,0.030,3,0.332,1,0.17,0
