YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2004-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8,3,0.056,3,0.056,3,0.263,1,0.17,0
2004-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8,3,0.056,3,0.056,3,0.263,1,0.17,0
2004-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8,3,0.056,3,0.056,3,0.263,1,0.17,0
2004-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8,3,0.056,3,0.056,3,0.263,1,0.17,0
2004-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8,3,0.056,3,0.056,3,0.263,1,0.17,0
2004-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.9,3,0.056,3,0.056,3,0.263,1,0.17,0
2004-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.9,3,0.056,3,0.056,3,0.263,1,0.17,0
2004-01-01,8:00,87.8,122.1,27,696,8,1,9,129,1,21,3,1,9,8,10,62,16,6,10,9,10,114,16,5,10,9,1,68,1,8,1,0.9,3,0.056,3,0.051,3,0.263,1,0.17,0
2004-01-01,9:00,81.0,129.6,222,1415,128,0,9,535,0,21,44,0,9,107,10,431,16,40,10,116,10,546,16,31,10,56,1,113,1,40,1,0.9,3,0.056,3,0.051,3,0.263,1,0.17,0
2004-01-01,10:00,72.8,141.1,417,1415,290,0,9,578,0,21,119,0,9,229,10,456,16,95,10,266,10,751,16,44,10,162,3,310,3,75,3,0.9,3,0.056,3,0.051,3,0.263,1,0.17,0
2004-01-01,11:00,66.6,154.2,562,1415,194,0,9,63,0,21,169,0,9,299,11,382,16,148,11,387,10,839,16,55,10,174,3,28,3,165,3,0.9,3,0.056,3,0.051,3,0.263,1,0.17,0
2004-01-01,12:00,62.9,168.8,644,1415,249,0,9,69,0,21,218,0,9,247,10,196,16,158,10,459,10,876,16,60,10,255,3,26,3,243,3,0.9,3,0.056,3,0.051,3,0.263,1,0.17,0
2004-01-01,13:00,62.2,184.3,660,1415,255,0,9,84,0,21,216,0,9,257,10,175,16,176,10,473,10,882,16,61,10,315,3,77,3,278,3,1.0,3,0.056,3,0.051,3,0.263,1,0.17,0
2004-01-01,14:00,64.6,199.5,606,1415,330,0,9,354,0,21,178,0,9,314,10,174,16,239,10,426,10,859,16,58,10,296,3,96,3,254,3,1.0,3,0.056,3,0.051,3,0.263,1,0.17,0
2004-01-01,15:00,69.8,213.4,488,1415,263,0,9,373,0,21,134,0,9,263,10,453,16,107,10,324,10,796,16,49,10,312,3,375,3,180,3,1.0,3,0.056,3,0.051,3,0.263,1,0.17,0
2004-01-01,16:00,77.2,225.5,314,1415,203,0,9,588,0,21,72,0,9,97,10,188,16,55,10,183,10,657,16,37,10,146,3,285,3,83,3,1.0,3,0.056,3,0.051,3,0.263,1,0.17,0
2004-01-01,17:00,85.7,235.8,99,1332,44,0,9,319,0,21,19,0,9,43,10,80,16,37,10,41,10,312,16,18,10,24,1,18,1,27,1,1.2,3,0.056,3,0.051,3,0.263,1,0.17,0
2004-01-01,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.3,3,0.056,3,0.051,3,0.263,1,0.17,0
2004-01-01,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.4,3,0.056,3,0.051,3,0.263,1,0.17,0
2004-01-01,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.6,3,0.056,3,0.051,3,0.263,1,0.17,0
2004-01-01,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.7,3,0.056,3,0.051,3,0.263,1,0.17,0
2004-01-01,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.9,3,0.056,3,0.051,3,0.263,1,0.17,0
2004-01-01,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.9,3,0.056,3,0.051,3,0.263,1,0.17,0
2004-01-01,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.0,3,0.056,3,0.051,3,0.263,1,0.17,0
2004-01-02,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.0,3,0.057,3,0.051,3,0.263,1,0.17,0
2004-01-02,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.1,3,0.057,3,0.051,3,0.263,1,0.17,0
2004-01-02,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.2,3,0.057,3,0.051,3,0.263,1,0.17,0
2004-01-02,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.2,3,0.057,3,0.051,3,0.263,1,0.17,0
2004-01-02,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.4,3,0.057,3,0.051,3,0.263,1,0.17,0
2004-01-02,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.5,3,0.057,3,0.051,3,0.263,1,0.17,0
2004-01-02,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.6,3,0.057,3,0.051,3,0.263,1,0.17,0
2004-01-02,8:00,87.8,121.9,27,696,3,1,9,0,1,21,3,1,9,3,10,0,16,3,10,10,10,145,16,4,10,0,1,1,1,2,1,2.5,3,0.057,3,0.036,3,0.263,1,0.17,0
2004-01-02,9:00,81.0,129.5,222,1415,43,0,9,0,0,21,43,0,9,40,10,38,16,35,10,117,10,577,16,26,10,28,1,1,1,29,1,2.4,3,0.057,3,0.036,3,0.263,1,0.17,0
2004-01-02,10:00,72.8,140.9,417,1415,110,0,9,2,0,21,109,0,9,220,10,421,16,95,10,263,10,763,16,38,10,87,3,2,3,86,3,2.3,3,0.057,3,0.036,3,0.263,1,0.17,0
2004-01-02,11:00,66.6,154.0,562,1415,130,0,9,0,0,21,130,0,9,311,10,209,16,228,10,383,10,846,16,46,10,146,3,4,3,144,3,2.2,3,0.057,3,0.036,3,0.263,1,0.17,0
2004-01-02,12:00,62.8,168.7,646,1415,187,0,9,10,0,21,182,0,9,366,10,452,16,160,10,455,10,883,16,52,10,189,3,8,3,184,3,2.0,3,0.057,3,0.036,3,0.263,1,0.17,0
2004-01-02,13:00,62.1,184.2,662,1415,237,0,9,60,0,21,209,0,9,147,10,0,16,147,10,470,10,892,16,52,10,216,3,12,3,210,3,1.8,3,0.057,3,0.036,3,0.263,1,0.17,0
2004-01-02,14:00,64.5,199.4,609,1415,177,0,9,12,0,21,172,0,9,201,10,125,16,147,10,424,10,871,16,49,10,214,3,21,3,205,3,1.9,3,0.057,3,0.036,3,0.263,1,0.17,0
2004-01-02,15:00,69.7,213.3,491,1415,110,0,9,0,0,21,110,0,9,175,10,122,16,133,10,325,10,816,16,42,10,131,3,6,3,130,3,1.9,3,0.057,3,0.036,3,0.263,1,0.17,0
2004-01-02,16:00,77.0,225.5,317,1415,139,0,9,199,0,21,94,0,9,182,10,490,16,73,10,187,10,691,16,32,10,143,10,406,11,59,11,1.9,3,0.057,3,0.036,3,0.263,1,0.17,0
2004-01-02,17:00,85.7,235.9,102,1356,46,0,9,193,0,21,31,0,9,39,10,197,16,24,10,44,10,376,16,16,10,38,1,182,1,23,1,1.9,3,0.057,3,0.036,3,0.263,1,0.17,0
2004-01-02,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.0,3,0.057,3,0.036,3,0.263,1,0.17,0
2004-01-02,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.0,3,0.057,3,0.036,3,0.263,1,0.17,0
2004-01-02,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.1,3,0.057,3,0.036,3,0.263,1,0.17,0
2004-01-02,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.2,3,0.057,3,0.036,3,0.263,1,0.17,0
2004-01-02,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.3,3,0.057,3,0.036,3,0.263,1,0.17,0
2004-01-02,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.4,3,0.057,3,0.036,3,0.263,1,0.17,0
2004-01-02,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.5,3,0.057,3,0.036,3,0.263,1,0.17,0
