YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2002-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,3,0.056,3,0.056,3,0.300,1,0.17,0
2002-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,3,0.056,3,0.056,3,0.300,1,0.17,0
2002-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,3,0.056,3,0.056,3,0.300,1,0.17,0
2002-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,3,0.056,3,0.056,3,0.300,1,0.17,0
2002-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,3,0.056,3,0.056,3,0.300,1,0.17,0
2002-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,3,0.056,3,0.056,3,0.300,1,0.17,0
2002-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,3,0.056,3,0.056,3,0.300,1,0.17,0
2002-01-01,8:00,87.8,122.0,27,696,8,1,9,131,1,21,3,1,9,8,10,66,16,5,10,8,10,66,16,5,10,-9900,99,-9900,99,-9900,99,0.3,3,0.056,3,0.083,3,0.300,1,0.17,0
2002-01-01,9:00,81.0,129.6,222,1415,129,0,9,547,0,21,43,0,9,111,10,466,16,38,10,111,10,466,16,38,10,-9900,99,-9900,99,-9900,99,0.3,3,0.056,3,0.083,3,0.300,1,0.17,0
2002-01-01,10:00,72.8,141.0,417,1415,285,0,9,766,0,21,59,0,9,262,10,698,16,56,10,262,10,698,16,56,10,-9900,99,-9900,99,-9900,99,0.3,3,0.056,3,0.083,3,0.300,1,0.17,0
2002-01-01,11:00,66.6,154.1,562,1415,377,0,9,728,0,21,87,0,9,387,10,800,16,69,10,387,10,800,16,69,10,-9900,99,-9900,99,-9900,99,0.3,3,0.056,3,0.083,3,0.300,1,0.17,0
2002-01-01,12:00,62.9,168.8,645,1415,474,0,9,854,0,21,84,0,9,461,10,844,16,76,10,461,10,844,16,76,10,-9900,99,-9900,99,-9900,99,0.3,3,0.056,3,0.083,3,0.300,1,0.17,0
2002-01-01,13:00,62.2,184.3,660,1415,473,0,9,869,0,21,67,0,9,475,10,851,16,78,10,475,10,851,16,78,10,-9900,99,-9900,99,-9900,99,0.3,3,0.056,3,0.083,3,0.300,1,0.17,0
2002-01-01,14:00,64.6,199.5,608,1415,428,0,9,848,0,21,63,0,9,427,10,824,16,73,10,427,10,824,16,73,10,-9900,99,-9900,99,-9900,99,0.4,3,0.056,3,0.083,3,0.300,1,0.17,0
2002-01-01,15:00,69.7,213.3,490,1415,342,0,9,825,0,21,56,0,9,322,10,751,16,62,10,322,10,751,16,62,10,-9900,99,-9900,99,-9900,99,0.4,3,0.056,3,0.083,3,0.300,1,0.17,0
2002-01-01,16:00,77.1,225.5,316,1415,199,0,9,688,0,21,45,0,9,179,10,592,16,47,10,179,10,592,16,47,10,-9900,99,-9900,99,-9900,99,0.4,3,0.056,3,0.083,3,0.300,1,0.17,0
2002-01-01,17:00,85.7,235.8,100,1332,43,0,9,303,0,21,19,0,9,38,10,227,16,21,10,38,10,227,16,21,10,-9900,99,-9900,99,-9900,99,0.4,3,0.056,3,0.083,3,0.300,1,0.17,0
2002-01-01,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,3,0.056,3,0.083,3,0.300,1,0.17,0
2002-01-01,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,3,0.056,3,0.083,3,0.300,1,0.17,0
2002-01-01,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,3,0.056,3,0.083,3,0.300,1,0.17,0
2002-01-01,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,3,0.056,3,0.083,3,0.300,1,0.17,0
2002-01-01,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,3,0.056,3,0.083,3,0.300,1,0.17,0
2002-01-01,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,3,0.056,3,0.083,3,0.300,1,0.17,0
2002-01-01,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,3,0.056,3,0.083,3,0.300,1,0.17,0
2002-01-02,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,3,0.057,3,0.083,3,0.286,1,0.17,0
2002-01-02,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,3,0.057,3,0.083,3,0.286,1,0.17,0
