YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2009-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.2,3,0.056,3,0.056,3,0.301,2,0.17,0
2009-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,51,0.056,3,0.056,3,0.303,51,0.17,0
2009-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,51,0.056,3,0.056,3,0.304,51,0.17,0
2009-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,3,0.056,3,0.056,3,0.306,51,0.17,0
2009-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,51,0.056,3,0.056,3,0.308,51,0.17,0
2009-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,51,0.056,3,0.056,3,0.309,51,0.17,0
2009-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,3,0.056,3,0.056,3,0.311,51,0.17,0
2009-01-01,8:00,87.8,122.0,27,696,8,1,9,132,1,21,3,1,9,11,24,191,27,4,24,11,10,191,16,4,10,-9900,99,-9900,99,-9900,99,0.3,51,0.056,3,0.025,3,0.312,51,0.17,0
2009-01-01,9:00,81.0,129.5,222,1415,131,0,9,550,0,21,44,0,9,123,24,613,27,27,24,127,10,663,16,23,10,-9900,99,-9900,99,-9900,99,0.3,51,0.056,3,0.025,3,0.314,51,0.17,0
2009-01-01,10:00,72.8,140.9,417,1415,288,0,9,790,0,21,54,0,9,277,24,812,27,38,24,282,10,845,16,33,10,-9900,99,-9900,99,-9900,99,0.4,3,0.056,3,0.025,3,0.316,51,0.17,0
2009-01-01,11:00,66.6,154.1,562,1415,408,0,9,781,0,21,97,0,9,353,24,465,27,169,24,407,10,920,16,41,10,-9900,99,-9900,99,-9900,99,0.4,51,0.056,3,0.025,3,0.317,51,0.17,0
2009-01-01,12:00,62.9,168.7,645,1415,425,0,9,681,0,21,114,0,9,421,24,647,27,126,24,480,10,951,16,46,10,-9900,99,-9900,99,-9900,99,0.4,51,0.056,3,0.025,3,0.319,51,0.17,0
2009-01-01,13:00,62.1,184.2,661,1415,435,0,9,710,0,21,103,0,9,422,24,670,27,109,24,493,10,955,16,46,10,-9900,99,-9900,99,-9900,99,0.4,3,0.056,3,0.025,3,0.321,51,0.17,0
2009-01-01,14:00,64.5,199.4,608,1415,425,0,9,761,0,21,97,0,9,406,24,696,27,107,24,445,10,934,16,44,10,-9900,99,-9900,99,-9900,99,0.5,51,0.056,3,0.025,3,0.322,51,0.17,0
2009-01-01,15:00,69.7,213.3,491,1415,319,0,9,732,0,21,65,0,9,285,24,446,27,130,24,342,10,880,16,37,10,-9900,99,-9900,99,-9900,99,0.5,51,0.056,3,0.025,3,0.324,51,0.17,0
